locus_tag	ftype	length_bp	gene	EC_number	COG	product
OOFMHOMA_02977	CDS	2280	ydeP		COG0243	Protein YdeP
OOFMHOMA_02978	CDS	198	safA			Two-component-system connector protein SafA
OOFMHOMA_02979	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
OOFMHOMA_02980	CDS	1683				hypothetical protein
OOFMHOMA_02981	CDS	1158	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
OOFMHOMA_02982	CDS	1659	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
OOFMHOMA_02983	CDS	2373				hypothetical protein
OOFMHOMA_02984	CDS	2784				hypothetical protein
OOFMHOMA_02985	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
OOFMHOMA_02986	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
OOFMHOMA_02987	CDS	270	yihD		COG3084	Protein YihD
OOFMHOMA_02988	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
OOFMHOMA_02989	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
OOFMHOMA_02990	CDS	1431	ydgA_2		COG5339	Protein YdgA
OOFMHOMA_02991	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
OOFMHOMA_02992	CDS	186				hypothetical protein
OOFMHOMA_02993	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
OOFMHOMA_02994	CDS	633	engB		COG0218	putative GTP-binding protein EngB
OOFMHOMA_02995	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
OOFMHOMA_02996	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
OOFMHOMA_02997	CDS	111	yshB			putative protein YshB
OOFMHOMA_02998	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
OOFMHOMA_02999	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
OOFMHOMA_03000	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
OOFMHOMA_03001	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
OOFMHOMA_03002	CDS	711	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
OOFMHOMA_03003	CDS	981				hypothetical protein
OOFMHOMA_03004	CDS	1266	yihN			Inner membrane protein YihN
OOFMHOMA_03005	CDS	789	csqR		COG1349	HTH-type transcriptional repressor CsqR
OOFMHOMA_03006	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
OOFMHOMA_03007	CDS	879	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
OOFMHOMA_03008	CDS	888	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
OOFMHOMA_03009	CDS	1011	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
OOFMHOMA_03010	CDS	1434	ygcS_2			Inner membrane metabolite transport protein YgcS
OOFMHOMA_03011	CDS	1350	abaF_1			Fosfomycin resistance protein AbaF
OOFMHOMA_03012	CDS	888	yphB_2		COG2017	putative protein YphB
OOFMHOMA_03013	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
OOFMHOMA_03014	CDS	873				hypothetical protein
OOFMHOMA_03015	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
OOFMHOMA_03016	CDS	942				hypothetical protein
OOFMHOMA_03017	CDS	909	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
OOFMHOMA_03018	CDS	312	higB-2_2		COG2026	Toxin HigB-2
OOFMHOMA_03019	CDS	291				hypothetical protein
OOFMHOMA_03020	CDS	93				hypothetical protein
OOFMHOMA_03021	CDS	219				hypothetical protein
OOFMHOMA_03022	CDS	243				hypothetical protein
OOFMHOMA_03023	CDS	111				hypothetical protein
OOFMHOMA_03024	CDS	930	fdhE		COG3058	Protein FdhE
OOFMHOMA_03025	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
OOFMHOMA_03026	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
OOFMHOMA_03027	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
OOFMHOMA_03028	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
OOFMHOMA_03029	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
OOFMHOMA_03030	CDS	1041				hypothetical protein
OOFMHOMA_03031	CDS	1749				hypothetical protein
OOFMHOMA_03032	CDS	1071	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
OOFMHOMA_03033	CDS	1452	manP_1		COG1299	PTS system mannose-specific EIIBCA component
OOFMHOMA_03034	CDS	447	manP_2		COG1299	PTS system mannose-specific EIIBCA component
OOFMHOMA_03035	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
OOFMHOMA_03036	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
OOFMHOMA_03037	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
OOFMHOMA_03038	CDS	1470	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
OOFMHOMA_03039	CDS	837	rhaS_3			HTH-type transcriptional activator RhaS
OOFMHOMA_03040	CDS	939	rhaR_2			HTH-type transcriptional activator RhaR
OOFMHOMA_03041	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
OOFMHOMA_03042	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
OOFMHOMA_03043	CDS	984	kdgT			2-keto-3-deoxygluconate permease
OOFMHOMA_03044	CDS	675	yiiM		COG2258	Protein YiiM
OOFMHOMA_03045	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
OOFMHOMA_03046	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
OOFMHOMA_03047	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
OOFMHOMA_03048	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
OOFMHOMA_03049	CDS	105				hypothetical protein
OOFMHOMA_03050	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
OOFMHOMA_03051	CDS	990	sbp		COG1613	Sulfate-binding protein
OOFMHOMA_03052	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
OOFMHOMA_03053	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
OOFMHOMA_03054	CDS	600				hypothetical protein
OOFMHOMA_03055	CDS	441				hypothetical protein
OOFMHOMA_03056	CDS	300				hypothetical protein
OOFMHOMA_03057	CDS	429	uspD		COG0589	Universal stress protein D
OOFMHOMA_03058	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
OOFMHOMA_03059	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
OOFMHOMA_03060	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
OOFMHOMA_03061	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
OOFMHOMA_03062	CDS	240	zapB		COG3074	Cell division protein ZapB
OOFMHOMA_03063	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
OOFMHOMA_03064	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
OOFMHOMA_03065	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
OOFMHOMA_03066	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
OOFMHOMA_03067	CDS	855	ftsN		COG3087	Cell division protein FtsN
OOFMHOMA_03068	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
OOFMHOMA_03069	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
OOFMHOMA_03070	CDS	213	rpmE		COG0254	50S ribosomal protein L31
OOFMHOMA_03071	CDS	1185	intS_2		COG0582	Prophage integrase IntS
OOFMHOMA_03072	tRNA	95				tRNA-SeC(tca)
OOFMHOMA_03073	CDS	1383	yicJ		COG2211	Inner membrane symporter YicJ
OOFMHOMA_03074	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
OOFMHOMA_03075	CDS	1710				hypothetical protein
OOFMHOMA_03076	CDS	1392	xanP		COG2233	Xanthine permease XanP
OOFMHOMA_03077	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
OOFMHOMA_03078	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
OOFMHOMA_03079	CDS	690	trmH_2	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
OOFMHOMA_03080	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
OOFMHOMA_03081	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
OOFMHOMA_03082	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
OOFMHOMA_03083	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
OOFMHOMA_03084	CDS	618				hypothetical protein
OOFMHOMA_03085	CDS	825				hypothetical protein
OOFMHOMA_03086	CDS	864				hypothetical protein
OOFMHOMA_03087	CDS	717	rph	2.7.7.56		Ribonuclease PH
OOFMHOMA_03088	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
OOFMHOMA_03089	CDS	597	slmA			Nucleoid occlusion factor SlmA
OOFMHOMA_03090	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
OOFMHOMA_03091	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
OOFMHOMA_03092	CDS	669				hypothetical protein
OOFMHOMA_03093	CDS	237	rpmB		COG0227	50S ribosomal protein L28
OOFMHOMA_03094	CDS	168	rpmG		COG0267	50S ribosomal protein L33
OOFMHOMA_03095	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
OOFMHOMA_03096	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
OOFMHOMA_03097	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
OOFMHOMA_03098	CDS	1059	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
OOFMHOMA_03099	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
OOFMHOMA_03100	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
OOFMHOMA_03101	CDS	1008	gspA_1		COG1442	General stress protein A
OOFMHOMA_03102	CDS	708	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
OOFMHOMA_03103	CDS	1014	gspA_2		COG1442	General stress protein A
OOFMHOMA_03104	CDS	1143	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OOFMHOMA_03105	CDS	1209				hypothetical protein
OOFMHOMA_03106	CDS	993	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
OOFMHOMA_03107	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
OOFMHOMA_03108	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
OOFMHOMA_03109	CDS	873	htrL			Protein HtrL
OOFMHOMA_03110	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
OOFMHOMA_03111	CDS	1026	tdh_2	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
OOFMHOMA_03112	CDS	1035	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
OOFMHOMA_03113	CDS	960			COG2861	putative protein
OOFMHOMA_03114	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
OOFMHOMA_03115	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
OOFMHOMA_03116	CDS	432	yibN		COG0607	putative protein YibN
OOFMHOMA_03117	CDS	252	grxC		COG0695	Glutaredoxin 3
OOFMHOMA_03118	CDS	468	secB		COG1952	Protein-export protein SecB
OOFMHOMA_03119	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
OOFMHOMA_03120	CDS	822	cysE_3	2.3.1.30	COG1045	Serine acetyltransferase
OOFMHOMA_03121	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
OOFMHOMA_03122	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
OOFMHOMA_03123	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
OOFMHOMA_03124	CDS	1656	lldP		COG1620	L-lactate permease
OOFMHOMA_03125	CDS	4851	ehaG		COG5295	Autotransporter adhesin EhaG
OOFMHOMA_03126	CDS	684	sadB			Inner membrane lipoprotein SadB
OOFMHOMA_03127	CDS	363	yibL			putative protein YibL
OOFMHOMA_03128	CDS	210				hypothetical protein
OOFMHOMA_03129	CDS	588	mtlR		COG3722	Mannitol operon repressor
OOFMHOMA_03130	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
OOFMHOMA_03131	CDS	1914	mtlA_2		COG2213	PTS system mannitol-specific EIICBA component
OOFMHOMA_03132	CDS	363	yiaW_1			Inner membrane protein YiaW
OOFMHOMA_03133	CDS	1137	yibH		COG1566	Inner membrane protein YibH
OOFMHOMA_03134	CDS	462				hypothetical protein
OOFMHOMA_03135	CDS	939				hypothetical protein
OOFMHOMA_03136	CDS	843	yibA			Protein YibA
OOFMHOMA_03137	CDS	384				hypothetical protein
OOFMHOMA_03138	CDS	897	rhsC		COG3209	Protein RhsC
OOFMHOMA_03139	CDS	189	yoaG			Protein YoaG
OOFMHOMA_03140	CDS	360	yeaR		COG3615	putative protein YeaR
OOFMHOMA_03141	CDS	639	leuE		COG1280	Leucine efflux protein
OOFMHOMA_03142	CDS	924	dmlR_3			HTH-type transcriptional regulator DmlR
OOFMHOMA_03143	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
OOFMHOMA_03144	CDS	1611	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
OOFMHOMA_03145	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
OOFMHOMA_03146	CDS	966	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
OOFMHOMA_03147	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
OOFMHOMA_03148	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
OOFMHOMA_03149	CDS	582	slp_2		COG3065	Outer membrane protein Slp
OOFMHOMA_03150	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
OOFMHOMA_03151	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
OOFMHOMA_03152	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
OOFMHOMA_03153	CDS	300				hypothetical protein
OOFMHOMA_03154	CDS	180				hypothetical protein
OOFMHOMA_03155	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
OOFMHOMA_03156	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
OOFMHOMA_03157	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
OOFMHOMA_03158	CDS	1599	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
OOFMHOMA_03159	CDS	1557				hypothetical protein
OOFMHOMA_03160	CDS	210				hypothetical protein
OOFMHOMA_03161	CDS	972	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
OOFMHOMA_03162	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
OOFMHOMA_03163	CDS	852	manZ_3		COG3716	PTS system mannose-specific EIID component
OOFMHOMA_03164	CDS	459				hypothetical protein
OOFMHOMA_03165	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
OOFMHOMA_03166	CDS	810	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
OOFMHOMA_03167	CDS	210	cspC			Cold shock-like protein CspC
OOFMHOMA_03168	CDS	288				hypothetical protein
OOFMHOMA_03169	CDS	240				hypothetical protein
OOFMHOMA_03170	CDS	792	kdgR		COG1414	Transcriptional regulator KdgR
OOFMHOMA_03171	CDS	1374	ribZ			Riboflavin transporter RibZ
OOFMHOMA_03172	CDS	882	htpX	3.4.24.-	COG0501	Protease HtpX
OOFMHOMA_03173	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
OOFMHOMA_03174	CDS	699	proQ_2		COG3109	RNA chaperone ProQ
OOFMHOMA_03175	CDS	552	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
OOFMHOMA_03176	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
OOFMHOMA_03177	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
OOFMHOMA_03178	CDS	1446	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
OOFMHOMA_03179	CDS	237	yebV			putative protein YebV
OOFMHOMA_03180	CDS	276				hypothetical protein
OOFMHOMA_03181	CDS	657	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
OOFMHOMA_03182	CDS	342				hypothetical protein
OOFMHOMA_03183	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
OOFMHOMA_03184	CDS	375	yobA		COG2372	Protein YobA
OOFMHOMA_03185	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
OOFMHOMA_03186	CDS	657				hypothetical protein
OOFMHOMA_03187	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
OOFMHOMA_03188	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
OOFMHOMA_03189	CDS	660	yebE		COG2979	Inner membrane protein YebE
OOFMHOMA_03190	CDS	111				hypothetical protein
OOFMHOMA_03191	CDS	207				hypothetical protein
OOFMHOMA_03192	CDS	357	yebF			Protein YebF
OOFMHOMA_03193	CDS	291				hypothetical protein
OOFMHOMA_03194	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
OOFMHOMA_03195	CDS	642	eda		COG0800	KHG/KDPG aldolase
OOFMHOMA_03196	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
OOFMHOMA_03197	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
OOFMHOMA_03198	CDS	150				hypothetical protein
OOFMHOMA_03199	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
OOFMHOMA_03200	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
OOFMHOMA_03201	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
OOFMHOMA_03202	CDS	1323	mepM_2	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
OOFMHOMA_03203	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
OOFMHOMA_03204	CDS	756	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
OOFMHOMA_03205	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
OOFMHOMA_03206	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
OOFMHOMA_03207	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
OOFMHOMA_03208	CDS	603				hypothetical protein
OOFMHOMA_03209	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
OOFMHOMA_03210	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
OOFMHOMA_03211	CDS	444	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
OOFMHOMA_03212	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
OOFMHOMA_03213	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
OOFMHOMA_03214	CDS	249	dinI_2			DNA damage-inducible protein I
OOFMHOMA_03215	CDS	609				hypothetical protein
OOFMHOMA_03216	CDS	1065				hypothetical protein
OOFMHOMA_03217	CDS	204				hypothetical protein
OOFMHOMA_03218	CDS	927				hypothetical protein
OOFMHOMA_03219	CDS	549				hypothetical protein
OOFMHOMA_03220	CDS	342				hypothetical protein
OOFMHOMA_03221	CDS	990				hypothetical protein
OOFMHOMA_03222	CDS	816				hypothetical protein
OOFMHOMA_03223	CDS	396	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OOFMHOMA_03224	CDS	327	lexA_4	3.4.21.88	COG1974	LexA repressor
OOFMHOMA_03225	CDS	654				hypothetical protein
OOFMHOMA_03226	CDS	489				hypothetical protein
OOFMHOMA_03227	CDS	819				hypothetical protein
OOFMHOMA_03228	CDS	225				hypothetical protein
OOFMHOMA_03229	CDS	1146				hypothetical protein
OOFMHOMA_03230	CDS	558				hypothetical protein
OOFMHOMA_03231	CDS	261				hypothetical protein
OOFMHOMA_03232	CDS	648			COG2932	putative HTH-type transcriptional regulator
OOFMHOMA_03233	CDS	363				hypothetical protein
OOFMHOMA_03234	CDS	825				hypothetical protein
OOFMHOMA_03235	CDS	537				hypothetical protein
OOFMHOMA_03236	CDS	363				hypothetical protein
OOFMHOMA_03237	CDS	204				hypothetical protein
OOFMHOMA_03238	CDS	240				hypothetical protein
OOFMHOMA_03239	CDS	549				hypothetical protein
OOFMHOMA_03240	CDS	516				hypothetical protein
OOFMHOMA_03241	CDS	759				hypothetical protein
OOFMHOMA_03242	CDS	243				hypothetical protein
OOFMHOMA_03243	CDS	147				hypothetical protein
OOFMHOMA_03244	CDS	237				hypothetical protein
OOFMHOMA_03245	CDS	1311	intQ_2		COG0582	Putative defective protein IntQ
OOFMHOMA_03246	CDS	726				hypothetical protein
OOFMHOMA_03247	CDS	396	yecN		COG3788	Inner membrane protein YecN
OOFMHOMA_03248	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
OOFMHOMA_03249	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
OOFMHOMA_03250	CDS	2430	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
OOFMHOMA_03251	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
OOFMHOMA_03252	CDS	747	cutC_1		COG3142	Copper homeostasis protein CutC
OOFMHOMA_03253	CDS	567	yecM		COG3102	Protein YecM
OOFMHOMA_03254	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
OOFMHOMA_03255	CDS	489				hypothetical protein
OOFMHOMA_03256	CDS	393	flhE			Flagellar protein FlhE
OOFMHOMA_03257	CDS	2079	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
OOFMHOMA_03258	CDS	1149	flhB		COG1377	Flagellar biosynthetic protein FlhB
OOFMHOMA_03259	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
OOFMHOMA_03260	CDS	390	cheY		COG0784	Chemotaxis protein CheY
OOFMHOMA_03261	CDS	1050	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
OOFMHOMA_03262	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
OOFMHOMA_03263	CDS	1602	tap		COG0840	Methyl-accepting chemotaxis protein IV
OOFMHOMA_03264	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
OOFMHOMA_03265	CDS	504	cheW		COG0835	Chemotaxis protein CheW
OOFMHOMA_03266	CDS	1965	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
OOFMHOMA_03267	CDS	927	motB		COG1360	Motility protein B
OOFMHOMA_03268	CDS	888	motA		COG1291	Motility protein A
OOFMHOMA_03269	CDS	579	flhC			Flagellar transcriptional regulator FlhC
OOFMHOMA_03270	CDS	351	flhD			Flagellar transcriptional regulator FlhD
OOFMHOMA_03271	CDS	429	uspC		COG0589	Universal stress protein C
OOFMHOMA_03272	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
OOFMHOMA_03273	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
OOFMHOMA_03274	CDS	987	araH		COG1172	L-arabinose transport system permease protein AraH
OOFMHOMA_03275	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
OOFMHOMA_03276	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
OOFMHOMA_03277	CDS	504	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
OOFMHOMA_03278	CDS	252				hypothetical protein
OOFMHOMA_03279	CDS	324				hypothetical protein
OOFMHOMA_03280	CDS	498	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
OOFMHOMA_03281	CDS	240				hypothetical protein
OOFMHOMA_03282	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
OOFMHOMA_03283	CDS	666				hypothetical protein
OOFMHOMA_03284	tRNA	87				tRNA-Leu(taa)
OOFMHOMA_03285	tRNA	74				tRNA-Cys(gca)
OOFMHOMA_03286	tRNA	76				tRNA-Gly(gcc)
OOFMHOMA_03287	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
OOFMHOMA_03288	CDS	1833	uvrC		COG0322	UvrABC system protein C
OOFMHOMA_03289	CDS	657	uvrY		COG2197	Response regulator UvrY
OOFMHOMA_03290	CDS	225				hypothetical protein
OOFMHOMA_03291	CDS	723	sdiA		COG2771	Regulatory protein SdiA
OOFMHOMA_03292	CDS	753	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
OOFMHOMA_03293	CDS	669	yecS		COG0765	L-cystine transport system permease protein YecS
OOFMHOMA_03294	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
OOFMHOMA_03295	CDS	858	fliY		COG0834	L-cystine-binding protein FliY
OOFMHOMA_03296	CDS	552	fliZ			Regulator of sigma S factor FliZ
OOFMHOMA_03297	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
OOFMHOMA_03298	CDS	1050	fliC2		COG1344	Flagellin 2
OOFMHOMA_03299	CDS	1416	fliD		COG1345	Flagellar hook-associated protein 2
OOFMHOMA_03300	CDS	411	fliS		COG1516	Flagellar secretion chaperone FliS
OOFMHOMA_03301	CDS	366	fliT			Flagellar protein FliT
OOFMHOMA_03302	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
OOFMHOMA_03303	CDS	414				hypothetical protein
OOFMHOMA_03304	CDS	1206				hypothetical protein
OOFMHOMA_03305	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
OOFMHOMA_03306	CDS	498	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
OOFMHOMA_03307	CDS	369				hypothetical protein
OOFMHOMA_03308	CDS	243	cedA			Cell division activator CedA
OOFMHOMA_03309	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
OOFMHOMA_03310	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
